"COUNTRY","DELIVERY_SITE_ID","DELIVERY_SITE_NAME","DELIVERY_SITE_STATUS","ESTIMATED_TIME_TO_DELIVERY_SITE","HEALTH_FACILITY_COUNTRY","HEALTH_FACILITY_GROUP","HEALTH_FACILITY_ID","HEALTH_FACILITY_KEY","HEALTH_FACILITY_LOCALITY","HEALTH_FACILITY_NAME","HEALTH_FACILITY_REGION","HEALTH_FACILITY_STATUS","IS_DIRECT_DELIVERY_SITE","NEST_ID","NEST_NAME"
"GH",2606,"Noyem CHPS","ready_for_operations",3203,"Ghana","CHPS without midwife, Eastern",213,"6df53c683977a1d527ad21b89af9efbc","Birim North","Noyem CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",3882,"Kuntanase CHPS","ready_for_operations",2940,"","CHPS without midwife, Central",397,"a1e0dae07b5a461eb846ba1a8144fa85","Asikuma Odoben Brakwa","Kuntanase CHPS(CR)","Central","Suspended partially","true",5,"GH1 Omenako"
"GH",1390,"Atibie Nkwanta CHPS","ready_for_operations",2274,"","CHPS without midwife, Eastern",148,"cb19f311caa3d7339d0b544b3bc0f2fc","Kwahu West","Atibie Nkwanta CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",753,"Asuaba CHPS","ready_for_operations",1252,"","CHPS without midwife",430,"0f2d0a32a5821e88dda9efd67155c295","Upper West Akim","Danso CHPS","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",671,"Abenabo CHPS","ready_for_operations",363,"","CHPS without midwife, Eastern",91,"08a37df8a7cc420d2eb29b15d060c691","Suhum","Abenabo CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",672,"Akokoo CHPS","ready_for_operations",392,"","CHPS without midwife, Eastern",144,"71204d2ca059892abbf36d14a3991c00","Abuakwa South","Akokoo CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3885,"Otabilkrom HC","ready_for_operations",2518,"","Central, Health Center with PA",372,"4515cb3c0d306c9c090b9ae80453fb95","Agona West","Otabilkrom HC(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",4381,"Asankrangwa HC","ready_for_operations",1603,"Ghana","Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities",134,"16c06b802c67030bddedde9d84865c0c","Wassa Amenfi West","Asankragwa HC","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",2643,"Ntrentrenso CHPS","ready_for_operations",960,"Ghana","Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities, Sefwi Wiawso Facilities",180,"d9fe115525d974e16ca85cfa50a03aa5","Sefwi Wiawso","Ntrentrenso HC","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4317,"Abenabena HC","ready_for_operations",2580,"Ghana","Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities",329,"0235ef3a45cd85f538e3cb464d485905","Wassa Amenfi East","Abenabena HC","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1816,"Duu HC","ready_for_operations",1065,"Ghana","Duu HC, Health Center without a Doctor, North East, West Mamprusi",16,"b241ade5fdb4497ede46c5c432e17caf","West Mamprusi","Duu HC","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",1618,"Bontodiase CHPS","ready_for_operations",3363,"","Eastern",509,"fcb382cd905ee86e49794b86e4758f03","Akyemansa","Bontodiase CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",66,"New Senchi HC","inactive",3295,"Ghana","Eastern, Health Center with PA",695,"86665390c00a5d1723e8453f77ecf77a","Asuogyaman","New Senchi HC","Eastern","Obsolete","true",5,"GH1 Omenako"
"GH",3782,"Takrowase CHPS","ready_for_operations",2457,"Ghana","Eastern, Health Center without PA, UPPER MANYA SOLE DELIVERY",595,"ee8688ba4e17d80604c79117cba82795","Denkyembour","Takrowase HC","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",8047,"Nsuogyasu CHPS","inactive",3885,"Ghana","Eastern CHPS with midwife",268,"2cce97908de1f711380833b7ebd81b4c","Kwahu Afram Plains South","Nsuogyasu CHPS","Eastern","Suspended entirely","true",12,"GH6 Krachi"
"GH",2340,"Mampong HC","ready_for_operations",1593,"Ghana","Family Planning Facilities, Health Centre without a Doctor/ Physician Assistant ( with a Midwife)",150,"7d5d1f8169b9720e178733e2ec948a63","Wassa Amenfi East","Wassa Mampong HC","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4260,"Denugu HC","ready_for_operations",3194,"Ghana","Garu, Health Center without a Doctor, Upper East",297,"033e0121ae87d543726c7736e026791e","Garu","Denugu HC","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",4065,"Pelungu CL","ready_for_operations",2054,"","Health Center without a Doctor, Nabdam, Upper East",203,"5d7b2fce92bcb39e309f27a306c93fda","Kassena Nankana East","Pelungu CL","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",1446,"Ayomso HC","ready_for_operations",2418,"Ghana","Health Centre without a Doctor/ Physician Assistant ( with a Midwife)",235,"07ef6eae7c386d201e8b413be77020e2","Asunafo North","Ayomso HC","Ahafo","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",5363,"Baglo CHPS","ready_for_operations",3528,"Ghana","Jasikan District, Oti, Oti CHPS without Midwife",230,"d8abb5d5f79279446f47def7ccadc0e5","Jasikan","Baglo CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4916,"St Mary Theresa HSP","ready_for_operations",2409,"Ghana","Kadjebi, Oti, Oti CHPS without Midwife",180,"f4fed1e8c35a592e6381cd311ba8c941","Kadjebi","Attakofi CHPS","Oti","Suspended entirely","false",12,"GH6 Krachi"
"GH",4931,"Matamanu CHPS","ready_for_operations",1296,"Ghana","Krachi East, Oti, Oti CHPS without Midwife",32,"0f41ebfab9ae4031f65bd4455d3f7519","Krachi East","Matamanu CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4473,"Tebeso No.1 CHPS","ready_for_operations",3640,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, CHPS with midwife, DHIMMS",357,"d61dfecc079352bc241b0289caf77772","Bosome Freho","Tebeso No.1 CHPS","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",4470,"Fereso CHPS ","ready_for_operations",3639,"Ghana","Ashanti Region (Vaccines), Ashanti Region Facilities, CHPS without midwife",366,"abe9497e497a95e094b4b4509f8d9829","Bosome Freho","Fereso CHPS","Ashanti","Operationalized","true",7,"GH2 Mpanya"
"GH",4871,"Apesokubi CHPS","ready_for_operations",2397,"Ghana","Biakoye, Oti, Oti CHPS without Midwife",5,"8699b8f59771895acf9e96347d600106","Biakoye","Apesokubi CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4869,"Worawora Gov HSP","ready_for_operations",2341,"Ghana","Biakoye, NBS Accredited, Oti, Oti ARV Site, Oti District Hospital",20,"242b97239f3ddbee83bd30c29fd6d177","Biakoye","Worawora Gov HSP","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4706,"Supom CHPS","ready_for_operations",3055,"Ghana","CHPS With a Midwife, Eastern Region, Kwahu Afram Plains North",35,"28d1c5108871055bead55513fa037df8","Kwahu Afram Plains North","Supom CHPS","Eastern","Operationalized","true",11,"GH5 Anum"
"GH",5495,"Aveyime Central CHPS","ready_for_operations",1899,"Ghana","CHPS With a Midwife, North Tongu, Volta Region",32,"9e9a7aec935f0b2c1e4329e7f412f8c4","North Tongu","Aveyime Central CHPS","Volta","Operationalized","true",11,"GH5 Anum"
"GH",4727,"Fosu CHPS","ready_for_operations",2760,"Ghana","CHPS With a Midwife, Eastern Region, Kwahu Afram Plains South",220,"12fa54ee072e3e59a1b4841da2a10d47","Kwahu Afram Plains South","Fosu CHPS","Eastern","Suspended partially","true",11,"GH5 Anum"
"GH",8083,"Awuadiokome CHPS","ready_for_operations",2306,"Ghana","CHPS Without a Midwife, Volta Region",458,"9e06e6253d647924e8f3e310cdcbce1d","Central Tongu","Awuadiokome CHPS","Volta","Created","true",11,"GH5 Anum"
"GH",4262,"Zinindo CHPS ","ready_for_operations",3263,"Ghana","CHPS with a Midwife, Gushegu, Northern",367,"1c001c9eadf65d41b1f07690716e04fc","Gushegu","Zinindo CHPS","Northern","Operationalized","true",8,"GH3 Vobsi"
"GH",4058,"Sung CHPS","ready_for_operations",1858,"Ghana","CHPS with a Midwife, Karaga, Northern, VSD Karaga District",162,"94a94b157c2e67025690a40ff45d2c25","Karaga","Sung CHPS","Northern","Operationalized","true",8,"GH3 Vobsi"
"GH",3789,"Akortekrom CHPS","ready_for_operations",3710,"Ghana","CHPS with midwife, Eastern",647,"9c9d74f433888d836063e255d5fab5b3","Birim South","Aduasa CHPS","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",5661,"Assin CHPS ","ready_for_operations",3340,"","CHPS with midwife, Central",789,"00d983dccbab38830c71c0c1cd91675a","Gomoa West","Gomoa Assin CHPS (CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",2925,"Sakogu HC","ready_for_operations",2546,"Ghana","CHPS without a Midwife, East Mamprusi, North East",403,"33870135f6c7090b83c12812132a9f0e","East Mamprusi","Gadantinga CHPS","North East","Operationalized","false",8,"GH3 Vobsi"
"GH",4078,"Kugwania CHPS","ready_for_operations",2436,"Ghana","CHPS without a Midwife, Kassena Nankana East, Upper East",198,"32e0491b0b2c728b74d103900a69d892","Kassena Nankana East","Kongwania CHPS","Upper East","Operationalized","true",8,"GH3 Vobsi"
"GH",9592,"Dipale CHPS (KOZ)","ready_for_operations",2273,"Ghana","CHPS without a Midwife, Northern, Savelugu",432,"9990f83bc66ef53905570bab33183996","Savelugu","Dipale CHPS","Northern Region","Operationalized","true",8,"GH3 Vobsi"
"GH",4377,"Asikuma (W. A. East) CHPS","ready_for_operations",2576,"Ghana","CHPS without a midwife, Family Planning Facilities",361,"0c208185f01f0e77dad2d06c02dc17ef","Wassa Amenfi East","Asikuma CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",2433,"Moseaso (W. A. East) CHPS","ready_for_operations",2844,"Ghana","CHPS without a midwife, Family Planning Facilities",363,"c6fac9b0a14d782660d6aac305920977","Wassa Amenfi East","Moseaso (W.A. East) CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4367,"Tieku CHPS","ready_for_operations",2323,"Ghana","CHPS without a midwife, Family Planning Facilities",269,"4a0af84e671cd9d076be866befb0eaca","Wassa Amenfi East","Tieku CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",4147,"Mansokrom CHPS","ready_for_operations",2039,"Ghana","CHPS without a midwife, Family Planning Facilities, Juaboso Facilities",69,"1bb9e86113bf59385bf2e3e1531c5228","Juaboso","Mansokrom CHPS","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",3872,"Ninta CHPS","ready_for_operations",2025,"","CHPS without midwife, Central",388,"efd888e77370f4d87827c4716b6a2c28","Agona East","Ninta CHPS(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",677,"Jamasi No 1 CHPS","ready_for_operations",3133,"","CHPS without midwife, Eastern",660,"e58836e9d06c3daf7efba15949abed9e","Kwahu West","Jamasi No.1","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",704,"Akwanserem CHPS","ready_for_operations",1619,"Ghana","CHPS without midwife, Eastern",225,"08fdaa5085b469a0dfecc38593c04713","Fanteakwa North","Akwanserem CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",789,"Anweaso No. 4 CHPS","ready_for_operations",1833,"Ghana","CHPS without midwife, Eastern",589,"cf41afb9c6e6703f86354c6d5db02e53","Denkyembour","No 4 CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",1393,"Atimatim CHPS","ready_for_operations",1040,"Ghana","CHPS without midwife, Eastern, UPPER WEST AKIM",236,"65dada9953ff25f681548503ef1cab39","Upper West Akim","Atimatim CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",3967,"Brakwa HC","ready_for_operations",2854,"","Central, Health Center with MO",378,"f8f8303f717bacc28a0d737f79b26f18","Asikuma Odoben Brakwa","Brakwa HC(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",1166,"Anakum CHPS","ready_for_operations",2405,"Ghana","Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities",118,"c980a9205a8458426b536625d53ec97e","Wassa Amenfi Central","Anakum HC","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1743,"Datano (Sefwi Wiawso) CHPS","ready_for_operations",501,"Ghana","Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities, Sefwi Wiawso Facilities",29,"c3a3fb56da501de6552833c37f696711","Sefwi Wiawso","Datano HC(Sefwi Wiawso)","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1644,"Brekumanso CHPS","ready_for_operations",1052,"","Eastern, Health Center with PA",350,"f99e345afad52286bd16afc2795b8aad","West Akim","Brekumanso HC","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",848,"Abamkrom HC","ready_for_operations",1609,"Ghana","Eastern, Health Center without PA",239,"2c5d24780c41a581ee6c132ad02682a5","Upper West Akim","Abamkrom HC","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2507,"Nasuan HC","ready_for_operations",2618,"Ghana","Health Center without a Doctor, North East, Yunyoo Nasuan",112,"57d4cfdf69dd6e405e8529c0c865ccf4","Yunyoo Nasuan","Nasuan HC","North East","Operationalized","true",8,"GH3 Vobsi"
"GH",5071,"Kpandai HC","ready_for_operations",2460,"Ghana","Kpandai District, Northern, Northern Health Centre without MO",138,"d068c7dec7b98d687a7aae78b85b16d4","Kpandai","Kpandai HC","Northern","Operationalized","true",12,"GH6 Krachi"
"GH",4932,"Motorway CHPS","ready_for_operations",1557,"Ghana","Krachi East, Oti, Oti CHPS without Midwife",112,"1dc804381553f224bd6ca4bc7f8e4633","Krachi East","Motorway CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5047,"Banda HC","ready_for_operations",1899,"Ghana","Krachi Nchumuru, Oti, Oti Health Centre Without MO",82,"90bbbf1cad60efb96713cb6f2e3fd1e1","Krachi Nchumuru","Banda HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4985,"Sibi Central CHPS","ready_for_operations",3303,"","Nkwanta North, Oti, Oti CHPS without Midwife",239,"b7a4fbffca89b54b710324d9a7387a31","Nkwanta North","Pibila CHPS","Oti","Operationalized","false",12,"GH6 Krachi"
"GH",2217,"Krodua CHPS","ready_for_operations",1517,"Ghana","CHPS with midwife, Eastern, UPPER WEST AKIM",333,"3f788c0e8cfe8783976616817210ef47","Upper West Akim","Krodua CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",768,"Kofi Dede CHPS","ready_for_operations",3430,"","CHPS with midwife, Eastern",37,"994419742385d1d88ccd0c11b0ef81e5","Kwahu West","Kofi Dede CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",2149,"Kokoase CHPS","ready_for_operations",2333,"Ghana","CHPS without a midwife, Family Planning Facilities",137,"44a210d06f3b0e7755c228f0da7a9802","Wassa Amenfi West","Kokoase CHPS","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",71,"Mpintimpi CHPS","ready_for_operations",2897,"Ghana","CHPS without midwife, Eastern",215,"491d42c86ed624348822665040cfa473","Birim North","Mpintimpi CHPS","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",5655,"Ankamu FP Site","ready_for_operations",3322,"Ghana","Central",797,"749d6a1c8e60d52dacc44e65c81c9265","Gomoa West","Ankamu FP Site(CR)","Central","Operationalized","true",5,"GH1 Omenako"
"GH",4330,"Dadieso S.D.A CL","ready_for_operations",2316,"Ghana","Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities, GAHS Facilities, Suaman Facilities",242,"2c55f1f6d1d5374416d916acfcd05e27","Suaman","SDA (Dadieso) CL","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",6638,"Jumia-GH-001","ready_for_operations",2881,"Ghana","Jumia Hub",807,"187afa1cc51bc5c6f619f51d5d1de28f","Asikuma Odoben Brakwa","JUMIA B.ASIKUMA","Central","Suspended entirely","true",5,"GH1 Omenako"
"GH",4913,"Dodi Mempeasem CHPS","ready_for_operations",2316,"Ghana","Kadjebi, Oti, Oti CHPS with Midwife",71,"3cbf5635c6b1a736372f41834708168b","Kadjebi","Dodi Mempeasem CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",5107,"Kpadjai CHPS","ready_for_operations",2259,"Ghana","Kpandai District, Northern, Northern CHPS with midwife",145,"f4465168529b31890fdac40dc3761c0d","Kpandai","Kpadjai CHPS","Northern","Operationalized","true",12,"GH6 Krachi"
"GH",5052,"Chinderi HC","ready_for_operations",1443,"Ghana","Krachi Nchumuru, Oti, Oti Health Centre Without MO",52,"93fd1471027893f2aab7f5829591ae92","Krachi Nchumuru","Chinderi HC","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",4952,"Kecheibi CHPS","ready_for_operations",2189,"Ghana","Nkwanta South, Oti, Oti CHPS with Midwife",104,"d0287441d72dbdc142b80e9173b2a3e2","Nkwanta South","Kecheibi CHPS","Oti","Operationalized","true",12,"GH6 Krachi"
"GH",60,"Ayirebi HC","ready_for_operations",3523,"Ghana","Eastern, Health Center with PA",497,"95bc0c5f595d7bea0ba7596759f311e1","Akyemansa","Ayirebi HC","Eastern","Suspended partially","true",5,"GH1 Omenako"
"GH",4333,"Akoskrom CHPS","ready_for_operations",2188,"","Suaman Facilities, suaman",469,"802a15cbc99f22c534dd57a54383c232","Suaman","Taylorkrom D/A Basic School","","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",4333,"Akoskrom CHPS","ready_for_operations",2188,"Ghana","Suaman Facilities",475,"5114b0d11bc4259bf3496a7a3b6fbb03","Suaman","Torya A D/A Basic Sch","Western North","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",4330,"Dadieso S.D.A CL","ready_for_operations",2316,"Ghana","Suaman Facilities, suaman",453,"9df723d737af527d6a4847dc2f281d62","Suaman","Dadieso Islamic Basic Sch","Western North","Suspended entirely","false",9,"GH4 Sefwi Wiawso"
"GH",2672,"Nyanoah CHPS","ready_for_operations",1729,"Ghana","UPPER WEST AKIM",779,"5e81b93b76c353a141616995fe278008","Upper West Akim","Nyanoah CHPS","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",5185,"Tsrukpe HC","ready_for_operations",1507,"Ghana","",472,"e2e194c49eed1a90cd816887bd43b257","Afadzato South","Tsrukpe-Tota CHPS","Volta","Created","false",11,"GH5 Anum"
"GH",114,"Eastern Regional HSP","ready_for_operations",937,"Ghana","",851,"4c45385b81c0e830faaf532ffff0db7c","New Juaben South","Zongo(new juabeng) Health Centre","Eastern","Suspended entirely","false",5,"GH1 Omenako"
"GH",788,"Kade Government HSP","ready_for_operations",2535,"Ghana","",754,"e4a324ddc2f41f81089f499c2f8a82a0","Kwaebibirem","Kwaebibirem","Eastern","Obsolete","false",5,"GH1 Omenako"
"GH",114,"Eastern Regional HSP","ready_for_operations",937,"Ghana","",857,"38b2a685bbf55400dccb8567802c785c","New Juaben South","Magazine(new juabeng) CHPS","Eastern","Suspended entirely","false",5,"GH1 Omenako"
"GH",3962,"Gomoa Asebu CHPS","ready_for_operations",3212,"Ghana","",890,"84d9f078f8f85e7c62e2a8866c5e9d19",,"Oguaakrom CHPS (CR)","Central","Created","false",5,"GH1 Omenako"
"GH",1377,"Asuom Amanfrom CHPS","ready_for_operations",2059,"","",667,"a98e430a8ab2e34942e0a9ef002cece5","Kwaebibirem","Asuom Amanfrom CHPS","","Operationalized","true",5,"GH1 Omenako"
"GH",114,"Eastern Regional HSP","ready_for_operations",937,"Ghana","",854,"4ae44cc904386c24e8d8fde1accecce1","New Juaben South","School Town CHPS","Eastern","Suspended entirely","false",5,"GH1 Omenako"
"GH",19,"Kwahu Government HSP","ready_for_operations",2812,"","",621,"ab7879f5bbe4b8759770659851a0269a","Kwahu South","Kwahu South","","Obsolete","false",5,"GH1 Omenako"
"GH",67,"Klo-Agogo PC","ready_for_operations",1678,"Ghana","",758,"14382a67e214a85ad2b65072dbc51fbc","Yilo Krobo","Yilo Krobo","Eastern Region","Obsolete","false",5,"GH1 Omenako"
"GH",4843,"Vakpo HC","ready_for_operations",1907,"Ghana","",476,"031cff39750631bbe7471c042c62a41c","North Dayi","Vakpo Todzi CHPS","Volta","Created","false",11,"GH5 Anum"
"GH",2723,"Ofoase HC","ready_for_operations",3109,"Ghana","",386,"de7cf0390557b38ee15b577e68592801","Asante Akim South","Banka HC","Ashanti","Operationalized","false",7,"GH2 Mpanya"
"GH",9626,"Nsawam Government HSP","ready_for_operations",1323,"","",822,"0120185294cef8653163589c1b6bc4ea","Nsawam-Adoagyiri","Nsawam Government HSP","Eastern","Operationalized","true",5,"GH1 Omenako"
"GH",64,"Oyoko (New Juaben) HC ","ready_for_operations",860,"Ghana","",725,"4f81ef4c5d70e3e850fb93e91b905819","New Juaben South","Ninfa-Ninfa CHPS","Eastern","Operationalized","false",5,"GH1 Omenako"
"GH",1792,"Doninga HC","ready_for_operations",3009,"Ghana","",420,"b2354eb1cb35719e368da268d8a20083","Builsa South","Bachongsa CHPS","Upper East","Operationalized","false",8,"GH3 Vobsi"
"GH",2040,"Father Thomas Alan Rooney Memorial HSP","ready_for_operations",1649,"Ghana","ART TEST FACILITIES, District Hospital, Family Planning Facilities",129,"8f9c11b58fafbaa5a6cb0e47a52e905e","Wassa Amenfi West","Father Thomas Alan Rooney Memorial HSP","Western","Operationalized","true",9,"GH4 Sefwi Wiawso"
"GH",1309,"Asawinso HC","ready_for_operations",1392,"Ghana","ART TEST FACILITIES, Clinic/Health Centre with a Doctor/ Physician Assistant, Family Planning Facilities, Sefwi Wiawso Facilities",5,"878d59d285a20c84927642865e10381f","Sefwi Wiawso","Asawinso HC","Western North","Operationalized","true",9,"GH4 Sefwi Wiawso"
